%CC,22854,86061
%CC,31938,108534
%CC,34408,114073
%CC,10939,39673
%CC,42712,131259
%CC,10928,39636
%CC,1005021,1016314
%CC,11102,1019137
%CF,27619,99476
%CF,27619,99159
%CC,1011897,1035411
%CC,11075,40006
%CC,11076,1036254
%CC,11076,40017
%CC,11076,40042
%CC,11076,1031639
%CC,50018,145170
%CC,11076,40069
%CC,11076,129844
%CC,11076,40038
%CC,11076,40050
%CC,11076,40055
%CC,11076,40068
%CC,11076,40069
%CC,11076,40075
%CC,11076,40011
%CC,10701,38801
%DF,18000,130861
%CF,49143,143330
%CC,10675,38729
%CC,10675,38691
%CC,10675,38722
%CC,10675,38701
%CC,10675,38685
%CC,10675,38687
%CC,10675,38702
%CC,10675,38710
%CC,10675,38736
%CC,10675,38691
%CC,10675,38712
%CC,10675,38726
%CC,10675,38709
%CC,10675,38700
%CC,10675,38737
%CF,28113,94361
M,1003219,1010235
%DF,37862,118923
%DF,37862,1040185
%CF,12142,44168
%CC,1003040,1009603
%CF,18602,128111
%CC,47847,140509
%DF,17976,68288
%DF,17976,68287
%CC,26431,37066
%CC,26431,37066
%CC,26431,96077
%CF,12521,143410
%CF,12235,44519
%CC,10175,36711
%CC,10099,36404
%CC,10099,36425
%CC,10099,36402
%CC,10099,36380
%CC,10099,36400
%CC,10099,36410
%CC,10099,36426
%CC,10099,36431
%CC,10099,36390
%CF,34045,113276
M,43849,132807
%CC,10099,36415
%CC,10099,36428
%CC,10099,36433
%CC,10099,36416
%CC,10099,36400
%CC,10099,36408
%CC,10099,36412
%CC,10099,36418
%CC,10099,36413
%CC,10099,36375
%CF,12482,45724
%CC,10099,36427
%CC,10099,36377
%CC,10675,38722
%CC,11076,40073
%CF,12056,43766
%DF,17976,68286
%CF,28115,103841
%CC,1010719,1032693
%CC,10175,69424
%CC,10099,36401
%CF,12521,143409
%CC,26431,37063
%CF,27701,99356
%CC,11076,40047
%DF,37862,1002403
%CC,1004780,1024948
%CC,18128,130361
%CC,1009931,1030844
%CC,10675,38749
%CC,10675,38734
%DF,18000,68378
%CC,11076,40039
%CF,1002612,1009918
%DF,17960,68159
%CC,10040,36167
%CC,41804,129332
%CC,43649,132420
%CC,1008552,1027172
%CC,38962,1001514
%CC,26440,96111
%CC,26440,96111
%CC,38962,1018272
%CC,10824,39170
%CC,10824,39148
%CF,26819,103207
%CF,26819,103204
%CF,1002612,1026253
%CF,12224,44470
%CC,1000979,1031915
%CC,10062,36276
%CC,10062,36275
%CF,12494,45812
M,23407,87442
%DF,17960,68165
%CF,1002612,1013128
%CC,24917,92003
M,21197,80571
%CC,10509,38101
%CC,10509,38079
%CC,50335,1026542
%CC,1000422,1030011
%CC,43656,132425
%CC,11068,114339
%CC,10217,83004
%CF,1001624,1025513
%CC,11102,145673
%CF,18667,46655
%CC,10419,113176
%CF,18667,46657
%CF,18667,46620
%DF,22007,83441
%CF,44027,132935
%CF,18667,99040
%CF,44027,132966
%CF,18667,46634
%CF,24173,89760
%CF,24173,89758
%CF,24173,89759
%CC,11137,40296
%CC,11137,40280
%CC,11137,40289
%CC,11137,40303
%CC,1007968,1025598
%CC,11137,40259
%CC,11137,114048
%CC,11137,102162
%CC,11137,40292
%CC,11137,97942
%CC,11137,97941
%CC,11137,87047
%CC,11137,40300
%CC,11137,40302
%CC,11137,40268
%CC,11137,40267
%CC,11137,40297
%CF,12149,44188
%CC,11065,39990
%CC,11065,147428
%CC,11050,39958
%CC,11050,39962
%CF,1002086,1020353
%CC,10946,39687
%CC,10946,1024162
%CC,10946,1016146
%CC,10946,1016145
%CF,1010534,1032287
%CC,10946,39686
%CF,11926,43298
%CF,29159,102931
%CF,11926,43300
%CC,33981,1025584
%CF,34088,131183
%CC,10807,39093
%CF,12309,44856
%CF,12033,43666
%CF,1001229,1004145
%CC,1010767,1032798
%CC,26901,97483
%CF,20271,75666
%DF,17965,111190
%CF,12522,45971
%CF,12522,45972
%CF,12522,45975
%CF,12522,45972
%CF,12522,45976
%CF,12522,45971
%CF,12522,45973
%CF,1002892,1016955
%CF,12130,1001064
%DF,17965,68216
%DF,17965,111178
%CF,12130,44117
%CF,12130,44120
%CC,10955,1006438
M,23212,136781
%CC,10946,1016146
%CC,11050,69454
%CC,11050,140151
%CC,11050,39954
%CC,11137,40300
%CC,1006362,1020658
%CC,25194,92500
%CC,1011286,1034014
%CC,10196,1005947
%CC,11137,40274
%CF,12049,43752
%CC,1007388,1023735
%CF,1001085,1003610
%CC,11217,40516
%CF,44027,1003622
%CC,11137,114038
%CF,12521,98658
%CC,47847,140509
%CC,10675,38725
%CC,10515,38122
%CC,10675,38686
%DF,17947,1014666
%DF,17947,68115
%CC,18128,111610
%DF,17947,68125
%CF,12402,110234
%CC,11076,40043
%CC,11076,40012
%CC,11101,40167
%CC,1171,87283
%CC,1009695,1030207
%CC,38962,1023614
%DF,17927,68009
%CC,38962,1018271
%CC,38962,127468
M,1006382,1020722
%CF,1012585,1039831
%CF,1005243,1028867
%CF,1005243,1017177
%CF,41582,128710
%CC,1011578,1034710
%CC,1010429,1032044
M,21197,80585
%CF,26441,1025486
M,21197,1010932
%CC,10372,37528
%CC,10509,38099
M,21197,80570
%CC,10509,38069
%CF,1002813,1008758
%CC,37441,1008133
%CC,1006458,1020961
%CF,12355,113423
%CF,12355,45069
%CF,43600,132359
%CF,18667,46624
%CC,10928,39641
%CC,10928,39638
%CF,18667,1024301
%CF,18667,46644
%CC,11163,40360
M,23212,137461
%CC,50356,145937
%CF,12766,47149
%CF,12766,144356
%CF,1000386,1001314
%CF,12766,47116
%CF,12766,47089
%CC,1009235,1029003
%CF,12763,47061
%CC,10964,39738
M,42352,1006199
%CF,50910,147387
%CF,12480,45719
%CC,10850,1000769
%CF,1003436,1011106
%CC,1010018,1031068
%CF,12033,43661
%DE,17878,67833
M,29811,150221
%DF,1000665,1002450
%DF,1000665,1002451
%CC,1012194,1036244
%CF,12737,46942
%CF,1000056,1020596
%CF,12737,122210
%CF,12737,46941
%CF,12737,46935
%CF,12737,46932
%CF,12737,122210
%CF,12737,46943
%CF,12737,2815
%CF,12737,2806
%CF,12737,46940
%DF,30102,1023169
%CF,12737,46934
%CC,34419,114574
%CF,18667,1011100
%DF,17982,136330
%CC,10459,1030660
%CF,12109,44000
%DE,1005294,1017319
%DE,1005294,1017320
%CC,10293,114083
%CC,45778,136060
%CF,1002240,1007095
%CC,10470,94899
%CC,51734,149408
%CC,10470,94657
%CF,12148,44183
%DE,1000683,1002522
%CC,34419,114082
%CC,1010308,1032858
%CC,1000287,1000777
%CC,10685,1018319
M,1001736,1005696
%CF,11943,43351
%CF,12475,45710
%CF,21610,81883
%CC,10964,39737
%CC,1004814,1015542
%CF,1009943,1030876
%CC,10099,36410
%CC,10911,125958
%CC,10099,36409
%CF,12355,45084
%CF,12355,73540
%DF,17947,68118
M,33013,1008029
%CF,12516,45946
%CC,10196,147102
%DF,17965,111194
%CC,1006362,1020652
%CF,12558,83536
%CF,12558,84102
%CF,12558,83198
%CF,12558,46093
%CF,12558,83458
%CF,12558,46090
%CC,1006362,1020658
%CC,1011681,1034952
%CF,12558,46096
%CF,12558,82952
%CF,12558,46090
%CF,12558,83458
%CC,10946,1016144
%CC,10946,39689
%CC,10946,1016145
%DF,1005108,1016695
%CC,11050,143971
%CF,1000922,1003216
%CC,11137,40258
%CC,11137,98276
%CC,11137,40297
%CC,10099,130100
%CF,12324,80756
%CC,10099,36411
%CF,24173,89756
%CC,10099,36374
%CC,1009313,1029256
%CC,10099,36422
%DF,37862,1011711
%CC,1012402,1036882
%CC,10675,38692
%CC,27204,98070
%CC,10675,38716
%CC,10675,38727
%DE,29343,103475
%DE,29343,103475
%CC,10675,38704
%CF,12494,45821
M,1005710,1018482
%DF,22760,85771
%CC,44177,133111
%CF,12494,45809
%CC,11076,40007
%CF,12419,45565
%CC,10150,36645
%CC,10150,36646
%CF,1007622,1024630
%CC,10311,37301
%CF,1010031,1031159
%CF,1010031,1031095
%DF,17967,68228
%CC,38962,1018278
%CC,38962,127468
%CC,38962,126958
%CF,1002612,1009891
%CC,26440,96492
%CC,10824,39171
%DF,17920,67964
%DF,17920,67988
%DF,17920,67988
%CF,1011066,1033510
%DF,17920,67986
%DF,17920,67968
%DF,17920,67990
%DF,17920,67983
%CC,1003876,1012525
%CC,10372,37520
%CF,1000811,1024369
%CC,10529,38146
%CC,1012387,1036848
%CF,1012396,1036873
%CC,37441,1008133
%CC,11068,1017744
%CF,1001624,1025513
%CC,10940,39674
%CF,18667,46624
%CF,18667,70240
%CF,18667,1037325
%CF,1013113,1038718
%CF,12821,1000533
%CF,18667,1006844
%CF,18667,46668
%CF,1005081,1018486
M,21191,99089
M,21191,99089
%CF,12766,47147
%CF,12766,47121
%CC,43305,131888
%CC,26150,95182
%CF,12766,47083
M,42338,138618
%CC,1002152,1006865
%CF,1007953,1025563
%CF,46048,1029262
M,45758,136035
%CC,46121,1027494
%CC,46121,1027494
%DE,24773,91569
%CC,34474,114490
%CC,34474,114404
%CC,34474,114490
%CF,12033,43663
M,19319,71305
%CC,19605,144176
%CF,11125,40245
%CF,11125,47197
%CF,11125,47195
%CF,12183,44375
%CF,11125,47199
%CF,12183,1034456
%CC,1009958,1030898
%CF,12183,1034456
%CF,12800,47261
%CC,10662,38625
%CC,10662,38637
%CC,10662,78750
%CC,10662,38636
%DF,17994,68367
%CC,10662,38639
%DF,17994,68363
%DF,17994,68370
%CC,10662,86071
%CC,10662,38619
%CC,10662,38635
%DF,17994,68366
%CC,10662,38632
%CC,10662,38638
%CC,1004347,1014043
%CC,29266,103243
%CF,12169,44304
%CC,40801,126704
%CF,12169,44300
%CC,40801,126706
%CC,40801,126705
%DE,44562,133894
%CC,41069,1014977
%CC,10562,69440
%CC,10570,38277
%CC,10541,84459
%CC,10541,132202
%CC,10562,1022803
%CC,10541,38184
%CC,10541,84300
%CC,10541,38184
%CC,10562,1022806
%CC,10562,1022806
%CC,10541,38188
%CC,10541,38186
%CC,10593,38325
%CF,26819,103206
%CC,19688,1030169
%CC,19688,37410
%CC,19688,37414
%DE,1005688,1018399
%CC,10562,38260
%CC,41069,1014977
%CF,1003723,1020339
%CC,41069,127347
%CC,27003,97641
%CF,12309,44855
%CF,46784,138106
%CF,12287,44802
%CC,10885,39516
%CC,10763,38988
%CC,10902,39540
%DF,1003669,1011928
%CF,18667,90734
%CF,12766,75249
%DF,1003196,1022471
%CC,34601,114397
%CC,1001878,1032584
M,21191,1002428
%CC,10295,37227
%CC,10295,37223
%CC,10035,36160
%CC,1004814,1015542
%CC,11104,40174
%CF,11959,1004328
%CC,48164,141338
%DF,17920,67991
%CF,12793,47251
%DF,17920,67978
%CC,10099,36385
%CF,12558,46097
%CF,12558,83612
%CC,10941,96623
%CC,10941,83878
%CC,10941,1001451
%DF,17920,67971
%CF,12558,46098
%DF,17968,68231
%DF,17920,67970
%CC,10289,94964
%CC,1002347,1009436
%CF,12558,82071
%DF,17968,68229
%CC,10698,1033628
%CC,1011077,1033562
%CC,34465,114155
%CF,1004167,1013512
%CC,34465,114155
%CF,12737,2806
%CC,10293,37219
%CF,12737,2810
%DE,17878,67833
%CF,12800,47261
%CF,12261,44695
%CC,10964,130487
%CC,10196,1006978
%D3,15607,58386
%D3,5936,91115
%D3,1009283,1029166
%D3,15607,58385
%D3,5936,70353
%D3,5936,70353
%D3,15607,1034220
%D3,15816,73560
%D3,15607,58390
%D3,15607,1033215
%D3,1009095,1034159
%D3,15816,73560
%D3,15674,58603
%D3,15534,58177
%D3,33686,112625
%D3,33154,111789
%D3,15534,149651
%D3,15607,58387
%D3,5936,99976
%D3,15793,1009709
%D3,15793,1039124
%D3,15793,1039121
%D3,18426,149060
%D3,23943,88980
%D3,5936,99976
%D3,3509,10030
%D3,3509,10031
%D3,15761,111011
%D3,15595,58350
%D3,1007489,1024124
%D3,15557,102751
%D3,15709,58719
%D3,15607,136613
%D3,15703,58696
%D3,21472,103325
%D3,15703,73167
%D3,15703,108967
%D3,15703,110441
%D3,15639,58506
%D3,1004301,1025103
%D3,1004301,1016454
%D3,1004301,1016455
%D3,1009283,1029163
%D3,15816,59261
%D3,15534,58177
%D3,15793,1039129
%D3,15640,1018548
%D3,21472,89254
%D3,21472,81540
%D3,15607,58383
%D3,15769,83603
%CC,10196,36784
%D3,24205,89853
%D3,25398,93094
%D3,25398,93094
%CC,10196,1040242
%CF,12130,144414
%D3,15634,58500
%CC,10918,39588
%CC,1003646,1011871
%CF,12130,44119
%D3,33181,111846
%CF,12522,45965
%DF,17965,68218
%CC,6912,23601
%CC,34467,114203
%CF,1001849,1006008
%CF,1006794,1021978
%CF,1010534,1032286
%CC,10946,39684
%CC,11091,40149
%CC,11137,40314
%CC,11137,87045
%CC,11137,40267
%CC,11137,105226
%CC,11137,40313
%CF,24173,89754
%CF,12324,44893
%CC,10099,36371
%CF,1001085,1003610
%CC,10185,36762
%CC,10034,118786
%CC,10034,1002322
%CC,10017,36078
%CC,10034,1014401
%CC,10034,101221
%CC,18454,1031699
%CC,10034,94603
%CC,10034,130983
%CC,10034,121912
%CC,18454,1011089
%CC,18454,1028914
%CC,18454,69080
%CF,1007688,1024909
%DF,37862,118923
M,46035,136520
%CC,1002656,1012239
M,46035,136521
%CF,27231,98137
M,46035,136516
%CF,12793,47252
%CF,28115,100415
%CF,1002612,1025384
%CF,29211,102695
%CC,1008527,1027591
M,46035,136519
%CC,10399,37580
%CC,10399,37580
%CC,1003079,1009740
%CF,12224,44469
%CF,26819,97309
%CC,10824,39155
%CF,26819,103199
%CC,1004110,1021390
M,21197,1009100
%CC,1004814,1015545
%CC,1004110,1013317
%CC,10509,38104
M,21197,80577
%CC,10509,38085
%CC,10509,38070
%CC,50335,1026542
%CC,34697,114110
%CC,1003970,1012833
%DF,32781,110849
%DF,1005690,1037766
%DF,1013198,1038989
%CC,10939,1016991
%CF,18667,46629
D,1002592,1008048
D,29523,104082
D,47752,140224
D,29523,104020
D,6030,143191
O,1000144,1000363
D,29523,104082
O,40897,126960
D,23821,88693
O,26614,128608
O,26614,128959
O,26614,129005
O,26614,128409
O,26614,128145
D,27658,99270
D,37685,146538
D,27658,140000
D,51708,149342
D,27658,99270
D,48697,1010769
D,48697,1010766
D,19193,1020394
D,48697,71139
%CC,1000375,1003432
D,19193,72407
%CF,18667,46652
%CF,27619,99476
%CF,18667,46666
%CF,1007915,1025470
%CF,12149,1026488
%CC,20336,1004030
%CC,20336,1004030
%CC,20336,1002919
%CF,8834,31236
%CC,20336,1004034
%CF,8834,31233
%CF,8834,31235
%CF,12766,47141
%CF,12766,47124
%CF,12816,128395
%CC,26798,97248
%CF,29267,103244
%CC,26798,97248
%DE,17894,1025932
%CC,10981,39772
%CC,1011815,39766
%CC,10960,127510
%CC,10981,39773
%DE,17894,126627
%CC,1011815,145417
%CC,10960,39733
%CC,1011815,145416
%CC,1011815,1036224
%CC,1011815,89317
%CC,1011815,89313
%CC,34479,122479
%CC,10983,39776
%CC,1008742,1027816
%CC,10755,37948
%CC,10755,38938
%CF,18667,46669
%DE,17894,95776
%CC,10768,38996
%CC,1009836,1030597
%CC,34451,114137
M,46466,137340
M,46466,137340
%DF,37954,128110
%CC,10791,39051
%CC,10699,38798
%CF,23839,130824
%CF,23839,130823
%CC,10689,38773
%CF,12760,47030
%D2,52572,151348
%D2,51943,149915
%D2,15309,57283
%D2,1009034,1028509
%D2,26462,96154
%D2,15443,57776
%D2,15443,57786
%D2,15357,57447
%D2,3823,11083
%D2,3823,138051
%D2,18634,69591
%D2,14952,55645
%D2,1011802,1035223
%D2,1012806,1037867
%D2,1004278,1013782
%D2,15357,98378
%D2,24366,1011924
%D2,24366,1008028
%D2,24366,55687
%D2,24366,55684
%D2,24366,55689
%D2,24366,55689
%D2,24366,1028197
%D2,24366,133322
%D2,15281,57217
%D2,23057,86509
%D2,24366,90633
%D2,1012303,1036586
%D2,24366,1020171
%D2,1010876,1033059
%D2,15165,56549
%D2,1009521,1037301
%D2,15194,56941
%D2,15194,56942
%D2,14225,52736
%D2,14225,98693
%D2,33392,112113
%D2,24417,90782
%D2,15036,55912
%D2,24366,55712
%D2,24366,1006339
%D2,29766,147030
%D2,29766,104527
%D2,29766,1025135
%D2,44773,134440
%D2,29766,115429
%D2,1005784,1024371
%D2,29766,147030
%D2,44744,144619
%D2,1005412,1029522
%D2,47736,1032030
%D2,1001165,44993
%D2,15285,57224
%D2,1001165,44982
%D2,1001165,1009770
%D2,1012084,1035936
%D2,15238,1021797
%D2,15238,57046
%D2,15238,1021796
%D2,1003689,1039717
%D2,48190,141418
%D2,22247,101409
%D2,22247,1027529
%D2,22247,101409
%D2,1006306,1020459
%D2,24366,55700
%D2,45458,135607
%D2,1008707,1027724
%D2,15036,55911
%D2,15099,56330
%D2,24366,90633
%D2,15092,56312
%D2,1001165,44994
%D2,15309,1021813
%D2,1003013,1009479
%D2,24366,1015001
%D2,24366,1020171
%D2,14963,136920
%D2,49813,144767
%D2,15378,57539
%D2,1001165,44975
%D2,15378,57549
%D2,33309,112185
%D2,33309,140759
%D2,33309,112170
%D2,15378,57556
%D2,15305,57277
%D2,15164,56548
%D2,15066,56191
%D2,15066,56180
%D2,15079,56265
%D2,1002190,1007582
%D2,15079,56263
%D2,1009426,1029557
%D2,1003689,1024772
%D2,15092,56316
%D2,1008707,1027724
%D2,15378,57537
%D2,15378,57532
%D2,15066,56176
%D2,15066,56187
%D2,24366,1028199
%D2,24366,94355
%D2,45458,135607
%D2,1005784,1024372
%D2,24366,1011891
%D2,24366,1011556
%D2,51595,149049
%D2,15357,98342
%D2,15281,1029668
%D2,15443,57787
%D2,27606,99143
%D2,19610,72469
%D2,15267,57184
%D2,15267,57183
%D2,48126,141272
%D2,24125,89598
%D2,15042,56065
%D2,47191,138819
%D2,44181,133119
%D2,1005840,1019138
%D2,1008707,1027723
%D2,24366,55729
%D2,47736,1027619
%D2,24366,1011891
%D2,51595,149050
%D2,24366,1015011
%D2,15357,57447
%D2,44744,1022053
%D2,1001339,1004607
%D2,14330,53130
%D2,15326,57325
%D2,15131,56405
%D2,1002004,1006435
%D2,38188,1002704
%D2,15052,56079
%D2,15131,148179
%D2,15131,148181
%D2,15378,57553
%D2,15305,95872
%D2,1009413,1029529
%D2,14941,55630
%D2,1011031,1033443
%D2,15052,99393
%D2,48126,141272
%D2,15326,57323
%D2,1006738,1021795
%D2,22247,84289
%D2,15378,57548
%D2,15378,57540
%D2,15092,56308
%D2,50815,147234
%D2,1001165,44991
%D2,14225,98693
%D2,47736,140180
%D2,47736,1032030
%D2,15194,56940
%D2,1001165,1003802
%D2,24366,133321
%D2,15321,57313
%D2,24366,55725
%D2,24366,55727
%D2,51595,149051
%D2,24366,55692
%D2,24366,1030243
%D2,1009809,1030548
%D2,1004278,1013782
%D2,15443,57777
%D2,1001467,1023585
%D2,15287,1036311
%D2,15287,57238
%D2,15287,142838
%D2,1001467,1031262
%D2,1001467,1025999
%D2,1001467,1010911
%D2,15287,57229
%D2,15287,57237
%D2,15287,57234
%D2,1001467,1027095
%D2,15287,57230
%D2,1001467,1025999
%D2,15287,57238
%D2,15287,89425
%D2,15287,97814
%D2,15287,1026080
%D2,15287,57229
%D2,15287,57230
%D2,15287,57228
%D2,1001467,1025094
%D2,1001467,1026054
%D2,15287,1016125
%D2,15287,57239
%D2,23203,87018
%D2,15287,57237
%D2,1001467,1011347
%D2,15287,57233
%D2,15197,56945
%D2,15181,1008704
%D2,15181,56620
%D2,15181,56633
%D2,29100,1037634
%D2,29100,102749
%D2,15181,56626
%D2,15181,56632
%D2,15181,56621
%D2,1007527,1024294
%D2,1003785,1012281
%D2,1009964,1030924
%CC,10928,39642
%D2,14959,55660
%CF,23839,88746
%D2,45457,135605
%CC,1000889,1003112
%CF,18088,47297
%D2,27670,127048
%D2,27670,127046
%D2,27670,127047
%D2,27670,127051
%CC,10802,39088
%CF,34088,131179
%CF,44828,134551
%CF,12306,44850
%DE,34988,115168
%CF,12192,44387
%CC,10675,38683
%CF,12192,44389
%CF,46048,1029260
%DF,1013198,1038988
M,45806,136094
M,46035,136518
%CC,41202,127710
%CC,41202,132796
%CC,41202,132796
%CC,41202,1001233
%CC,41202,1001233
%CC,41202,1005906
%CC,41202,1023299
%CC,41202,1008771
%CF,38488,145084
%CF,1010279,1031669
%D3,15703,58699
%CF,1013167,1038906
%CC,10156,89306
%CC,1003291,1018329
%D3,21472,1038412
%D3,21472,1021223
%CC,52159,150353
%D3,15557,58241
%D3,15557,97439
%D3,21472,1006028
%D3,15802,59198
%D3,1007489,1029012
M,1003219,1010234
%DF,1008772,1027891
%CF,25368,92956
M,1003219,1010235
%D3,1009095,1034159
%CC,26809,97251
%CC,26809,97251
%D3,15816,59260
%D3,41181,131292
%CF,1001460,1004948
%D3,6434,58068
%D3,6434,58084
%D3,6434,58084
%D3,6434,58093
%D3,6434,58094
%D3,6434,58090
%D3,6434,141403
%D3,6434,58076
%D3,6434,58085
%D3,6434,144628
%D3,6434,58097
%CF,1005256,1023071
%D3,6434,58073
%DF,18652,69642
%CC,28899,102155
%CF,1000226,1000518
%CF,1007363,1023640
%CC,1007131,1029889
%CC,1008287,1026459
%CF,1009803,46296
%CF,1009803,46323
%CF,1009803,80783
%CF,1009803,46316
%CF,1009803,46335
%CF,1009803,137928
%CF,1009803,46309
%CF,1009803,1003890
%CF,1009803,46336
%CF,1009803,46326
%CF,1009803,46338
%CF,1009803,1030532
%CF,1009803,80796
%CF,1009803,46310
%CF,1009803,46323
%DF,1006783,1021947
%CF,1009803,46325
%CC,1008287,1026460
%CF,1009803,46340
%CF,1009803,46310
%CF,1009803,46306
%CF,1009803,75844
%CF,1000046,1000117
%CC,10541,38182
%CC,10587,38315
%CC,19688,37418
%DF,19114,70789
%DF,19114,1021282
%DF,19114,70788
%DF,18013,68404
%CF,12591,89924
%CF,12591,132657
%CF,12591,94996
%CF,12591,91486
%CF,12591,89924
%CF,12591,89762
%DF,17994,68366
%CC,10662,38635
%CC,10662,38622
%CC,19605,145179
%CC,34474,114404
%CC,11178,40399
%DF,17920,67997
%CF,1004065,1013176
%DF,43843,132791
%CC,1010308,1033850
%CC,10470,94655
%CC,10470,37906
%CC,10293,37218
%CC,45224,1016482
%CC,19159,85661
%CC,1007794,1027173
%CC,1007794,1033617
%CC,1003779,1005156
%CC,19558,126798
%CC,1003779,36926
%CC,1003779,36928
%CC,1003779,1030895
%CC,1007794,1025183
%CC,1003779,1015236
%CC,10619,38436
%CC,1007794,1033617
%CF,12189,92044
%CC,1010018,1031068
%CC,10964,39739
%CC,10964,130485
%CC,10964,143509
%CF,11991,102928
%CF,12355,45064
%DF,17947,68110
%CC,1001677,1005544
%CC,10190,145099
%CF,34113,113380
%CF,12522,45969
%CC,48032,141002
%CC,51243,148076
%CC,24086,89499
%CF,1001849,1006008
%DF,18006,68392
%CC,49965,145058
%CC,29683,104407
%CC,23213,87519
%CC,23213,87040
%CF,45679,135942
%CC,10118,36519
%CC,10118,36504
%CC,10118,36517
%CC,10118,36518
%CC,10118,36511
%CC,10118,36491
%CC,10118,36517
%CC,10118,36513
%CC,10118,36518
%CC,10118,36498
%CC,1000907,1003166
%CC,10118,36507
%CC,10118,98822
%CC,10118,36511
%CC,10118,36512
%CC,10118,36498
%CC,11050,39960
%CC,50908,147347
%CC,11137,97941
%CC,11137,86968
%CC,11137,40282
%CC,10094,36359
%CC,11076,40044
%CC,11076,136893
%DF,17960,68173
%CC,43842,132784
%CC,10040,36166
%CC,24824,139234
%CF,12732,46924
%CC,1008527,1027117
%CC,1008527,1037858
%CF,1000516,1027465
%CC,10605,77052
%CC,38962,1023611
%CC,26440,96492
%CC,10784,39037
%CC,10784,39039
%CC,1000979,1003820
%CC,23312,87253
%CC,1002022,1006490
%CF,1008712,1027734
%CC,10372,37515
%CC,11076,40025
